"","player_api_id","ovr_rating","gk_rating","id","player_name","player_fifa_api_id","birthday","height","weight"
"61",6800,68,132,5148,"Jonas Ivens",136110,"1984-10-14 00:00:00",187.96,190
"62",6803,63,143,1378,"Brecht Verbrugghe",152027,"1982-04-29 00:00:00",182.88,165
"63",6824,72,128,8502,"Pedro Kamata",9003,"1981-09-06 00:00:00",165.1,130
"64",6853,76,169,3166,"Fabian Vargas",139234,"1980-04-17 00:00:00",177.8,157
"65",6864,75,134,9495,"Santiago Acasiete",168593,"1977-11-22 00:00:00",182.88,172
"66",6911,77,160,3153,"Fabian Canobbio",146543,"1980-03-10 00:00:00",177.8,165
"67",7099,60,123,10456,"Toni Lehtinen",150922,"1984-05-05 00:00:00",182.88,172
"68",7206,61,48,9608,"Sebastian Sorsa",156149,"1984-01-25 00:00:00",175.26,154
"69",7226,69,145,9219,"Roni Porokara",150949,"1983-12-12 00:00:00",182.88,183
"70",7284,72,130,5663,"Kasper Haemaelaeinen",159017,"1986-08-08 00:00:00",187.96,170
"71",7334,63,310,823,"Anssi Jaakkola",157734,"1987-03-13 00:00:00",193.04,194
"72",7604,67,64,10391,"Tom van Hyfte",163244,"1986-04-28 00:00:00",187.96,150
"73",7616,63,133,5901,"Kristian Nushi",139262,"1982-07-21 00:00:00",175.26,159
"74",7621,60,300,833,"Anthony Favre",139163,"1984-02-01 00:00:00",193.04,198
"75",7627,63,76,10199,"Thierno Bah",45269,"1982-10-05 00:00:00",175.26,150
"76",7628,57,41,10284,"Tibert Pont",139186,"1984-01-23 00:00:00",177.8,154
"77",7663,55,56,4896,"Jerome Schneider",144653,"1981-11-04 00:00:00",182.88,161
"78",7681,59,128,5406,"Josip Colina",144588,"1980-11-08 00:00:00",187.96,196
"79",7683,66,49,382,"Alessandro Iandoli",144593,"1984-04-29 00:00:00",180.34,181
"80",8777,60,97,7456,"Michele Polverino",144080,"1984-09-26 00:00:00",175.26,161
"81",8780,73,47,6722,"Marco Perez",199964,"1990-09-18 00:00:00",182.88,168
"82",8784,58,49,9918,"Stefan Nater",144075,"1984-01-20 00:00:00",185.42,165
"83",8800,63,63,10249,"Thomas Reinmann",158871,"1983-04-09 00:00:00",175.26,163
"84",8837,57,148,810,"Angelo Raso",144555,"1981-07-20 00:00:00",172.72,159
"85",8840,66,140,1964,"Cristian Florin Ianu",144543,"1983-10-16 00:00:00",177.8,159
"86",8881,75,143,6717,"Marco Padalino",158994,"1983-12-08 00:00:00",177.8,168
"87",8893,65,62,870,"Antoine Rey",170609,"1986-08-25 00:00:00",167.64,148
"88",8922,78,110,7991,"Nikica Jelavic",182763,"1985-08-27 00:00:00",187.96,185
"89",8925,52,49,9363,"Ryan Thomson",163517,"1991-04-13 00:00:00",182.88,157
"90",8930,72,114,4257,"Hrvoje Cale",178009,"1985-03-04 00:00:00",182.88,170
"91",8932,72,108,2682,"Dino Drpic",185375,"1981-05-26 00:00:00",193.04,196
"92",8985,76,136,7573,"Mile Jedinak",181483,"1984-08-03 00:00:00",187.96,172
"93",9079,73,143,7320,"Mensur Mujdza",192754,"1984-03-28 00:00:00",185.42,170
"94",9086,70,43,4489,"Ivica Vrdoljak",199718,"1983-09-19 00:00:00",187.96,192
"95",9124,67,125,4471,"Ivan Radeljic,18",181810,"1980-06-09 00:00:00",190.5,187
"96",9128,72,141,10434,"Tomislav Dujmovic",187151,"1981-02-26 00:00:00",187.96,179
"97",9144,61,131,10910,"Yasin Karaca",189867,"1983-12-16 00:00:00",170.18,148
"98",9149,65,101,5226,"Joost Volmer",51790,"1974-03-07 00:00:00",182.88,170
"99",9183,71,362,4665,"Janos Balogh",166185,"1982-11-29 00:00:00",193.04,183
"100",9203,65,59,10285,"Tibor Tisza",165959,"1984-11-11 00:00:00",175.26,154
"101",9213,70,57,8554,"Peter Czvitkovics",200585,"1983-02-10 00:00:00",177.8,172
"102",9307,66,126,1092,"Balazs Toth",157278,"1981-09-24 00:00:00",175.26,154
"103",9449,67,46,8111,"Oleksandr Shevelyukhin",207981,"1982-08-27 00:00:00",193.04,194
"104",10348,78,150,329,"Alejandro Dominguez",138810,"1981-06-10 00:00:00",175.26,161
"105",10404,75,148,9891,"Stanislav Vlcek",138479,"1976-02-26 00:00:00",182.88,174
"106",10474,62,48,3124,"Evaldas Razulis",147433,"1986-04-03 00:00:00",177.8,161
"107",10491,79,155,2680,"Diniyar Bilyaletdinov",147445,"1985-02-27 00:00:00",185.42,170
"108",10637,72,361,775,"Andris Vanins",173401,"1980-04-30 00:00:00",185.42,176
"109",10880,66,61,9013,"Robbie Haemhouts",134968,"1983-12-09 00:00:00",175.26,139
"110",10933,69,71,9033,"Robert Jez",203543,"1981-07-10 00:00:00",177.8,159
"111",10950,69,122,8457,"Pavel Krmas",180942,"1980-03-03 00:00:00",193.04,190
"112",10967,76,130,8581,"Petr Jiracek",190873,"1986-03-02 00:00:00",180.34,170
"113",10984,73,123,6938,"Maros Klimpl",140947,"1980-07-04 00:00:00",180.34,172
"114",11024,74,370,10395,"Tomas Cerny",155998,"1985-04-10 00:00:00",182.88,183
"115",11027,74,144,9190,"Roman Hubnik",138460,"1984-06-06 00:00:00",193.04,183
"116",11038,63,127,10708,"Vojtech Schulmeister",155992,"1983-09-09 00:00:00",182.88,174
"117",11049,70,137,7047,"Matej Krajcik",181264,"1978-03-19 00:00:00",182.88,179
"118",11052,70,135,7429,"Michal Svec",181268,"1987-03-19 00:00:00",180.34,150
"119",11061,66,122,2003,"Csaba Horvath",189714,"1982-05-02 00:00:00",193.04,181
"120",11242,67,59,5875,"Konstantin Engel",183559,"1988-07-27 00:00:00",177.8,174
"121",11263,65,104,9194,"Roman Prokoph",183155,"1985-08-06 00:00:00",182.88,165
"122",11285,78,52,6302,"Lucas",202486,"1991-07-14 00:00:00",185.42,181
"123",11316,71,357,4784,"Jean-Louis Leca",153275,"1985-09-21 00:00:00",180.34,165
"124",11317,64,139,3402,"Florent Ghisolfi",153267,"1985-02-28 00:00:00",175.26,154
"125",11319,81,407,1232,"Benoit Costil",158121,"1987-07-03 00:00:00",187.96,190
"126",11320,76,374,9895,"Steeve Elana",111163,"1980-07-11 00:00:00",187.96,187
"127",11321,74,369,10655,"Vincent Plante",150471,"1980-10-19 00:00:00",190.5,187
"128",11323,78,119,1617,"Cedric Hengbart",50907,"1980-07-13 00:00:00",182.88,161
"129",11324,72,130,7968,"Nicolas Seube",50908,"1979-08-11 00:00:00",180.34,159
"130",11327,71,139,832,"Anthony Deroin",51121,"1979-03-15 00:00:00",162.56,146
"131",11329,70,140,8889,"Reynald Lemaitre",142313,"1983-06-28 00:00:00",175.26,150
"132",11332,70,132,10955,"Yohann Eudeline",156649,"1982-06-23 00:00:00",182.88,163
"133",11336,71,357,9301,"Rudy Riou",5208,"1980-01-22 00:00:00",185.42,172
"134",11349,68,113,5323,"Jose Gaspar",3765,"1975-06-01 00:00:00",190.5,185
"135",11357,70,128,8103,"Olafur Ingi Skulason",160770,"1983-04-01 00:00:00",182.88,179
"136",11496,74,145,10718,"Wade Elliott",19376,"1978-12-14 00:00:00",177.8,143
"137",11498,65,328,10089,"Stuart Nelson",153100,"1981-09-17 00:00:00",187.96,185
"138",11555,74,150,3334,"Fernando Soriano",51771,"1979-09-24 00:00:00",187.96,179
"139",11569,67,141,1055,"Avi Strool",149315,"1980-09-18 00:00:00",185.42,172
"140",11576,73,155,10142,"Tamir Cohen",150229,"1984-03-04 00:00:00",180.34,170
"141",11671,69,161,3637,"Gael Genevier",150676,"1982-06-26 00:00:00",175.26,157
"142",11685,83,156,887,"Antonio Candreva",173221,"1987-02-28 00:00:00",180.34,154
"143",11716,72,352,8526,"Pedro Roma",20490,"1970-08-13 00:00:00",185.42,183
"144",11726,69,58,8065,"Nuno Piloto",157954,"1982-03-19 00:00:00",177.8,161
"145",11734,57,111,10338,"Tininho",162515,"1980-10-13 00:00:00",175.26,168
"146",11736,74,140,872,"Antolin Alcaraz",138949,"1982-07-30 00:00:00",187.96,176
"147",11743,74,58,1008,"Artur",162514,"1984-02-18 00:00:00",175.26,152
"148",11746,66,329,8492,"Pedro Alves",1221,"1979-02-08 00:00:00",187.96,176
"149",11747,60,120,386,"Alessandro Mangiarrati",51179,"1978-09-15 00:00:00",182.88,172
"150",11752,64,131,6721,"Marco Paulo",1222,"1973-05-28 00:00:00",180.34,168
"151",11754,77,150,9261,"Ruben Amorim",138463,"1985-01-27 00:00:00",180.34,172
"152",11758,78,139,2927,"Eliseu",2492,"1983-10-01 00:00:00",175.26,165
"153",11759,68,141,1571,"Carlos Milhazes,22",148225,"1981-03-17 00:00:00",180.34,170
"154",11760,65,316,5272,"Jorge Baptista",157982,"1977-04-02 00:00:00",185.42,192
"155",11778,73,128,9251,"Roversio",163070,"1984-01-17 00:00:00",187.96,154
"156",11788,65,133,9305,"Rui Baiao,22",163076,"1980-09-04 00:00:00",180.34,165
"157",11795,61,126,3349,"Ferreira",138854,"1983-08-10 00:00:00",175.26,159
"158",11796,66,112,1403,"Briguel",20537,"1979-03-08 00:00:00",175.26,161
"159",11798,75,48,11041,"Zeca",168621,"1988-08-31 00:00:00",180.34,150
"160",11801,65,126,6367,"Luis Olim",20543,"1981-08-27 00:00:00",177.8,152
"161",11827,69,136,3317,"Fernando Cardozo",135570,"1979-03-17 00:00:00",185.42,163
"162",11829,70,136,1440,"Bruno Patacas",20642,"1977-11-30 00:00:00",175.26,161
"163",11833,69,131,2483,"de Oliveira Cleber Monteiro",163001,"1980-05-23 00:00:00",182.88,170
"164",11836,68,139,6646,"Marcelo Pereira Bruno",163005,"1974-06-30 00:00:00",175.26,161
"165",11840,68,131,7490,"Miguel Fidalgo",163008,"1982-03-19 00:00:00",177.8,159
"166",11849,69,63,8511,"Pedro Moreira",199848,"1989-03-15 00:00:00",182.88,165
"167",11851,68,126,8071,"Nuno Silva",163091,"1975-10-27 00:00:00",180.34,170
"168",11860,67,139,5344,"Jose Manuel Ze Gomes",163026,"1976-09-24 00:00:00",175.26,174
"169",11861,66,129,1432,"Bruno Mendes",8387,"1976-03-15 00:00:00",182.88,181
"170",11863,71,111,2199,"Danielson",163027,"1981-01-09 00:00:00",187.96,170
"171",11865,65,136,3347,"Ferreira Delson,28",8471,"1980-07-26 00:00:00",175.26,154
"172",11876,68,149,5969,"Laranjeiro",13131,"1983-01-18 00:00:00",182.88,168
"173",11897,70,134,3395,"Flavio Meireles",20578,"1976-10-03 00:00:00",187.96,194
"174",11901,65,59,8926,"Ricardo Pessoa",8631,"1982-02-05 00:00:00",172.72,152
"175",12005,75,140,3095,"Ersen Martin",144359,"1979-05-23 00:00:00",195.58,187
"176",12099,66,121,6620,"Marcel MBayo,25",179629,"1978-04-24 00:00:00",167.64,137
"177",12209,66,330,10402,"Tomas Kosicky",188285,"1986-03-11 00:00:00",198.12,205
"178",12245,70,121,122,"Adam Nemec",184433,"1985-09-02 00:00:00",190.5,198
"179",12246,77,122,9890,"Stanislav Sestak",175675,"1982-12-16 00:00:00",177.8,161
"180",12283,68,101,9026,"Robert Demjan",204144,"1982-10-26 00:00:00",182.88,168
"181",12288,75,121,4628,"Jan Durica",175671,"1981-12-10 00:00:00",187.96,190
"182",12307,63,43,7614,"Miroslav Bozok",199925,"1984-10-19 00:00:00",175.26,152
"183",12310,57,40,9297,"Rudolf Urban",141091,"1980-03-01 00:00:00",180.34,176
"184",12318,70,351,2810,"Dusan Pernis",193140,"1984-11-28 00:00:00",190.5,198
"185",12320,60,47,2030,"Dalibor Pleva",214885,"1984-04-02 00:00:00",180.34,152
"186",12327,62,52,7046,"Matej Izvolt",210443,"1986-06-05 00:00:00",177.8,159
"187",12330,76,134,8570,"Peter Pekarik",190854,"1986-10-30 00:00:00",175.26,154
"188",12340,67,342,8972,"Richard Zajac,28",175676,"1976-08-16 00:00:00",185.42,179
"189",12371,65,42,5609,"Kamil Kopunek",195147,"1984-05-18 00:00:00",177.8,157
"190",12374,66,122,8470,"Pavol Stano",186630,"1977-09-29 00:00:00",190.5,185
"191",12381,59,291,4646,"Jan Slovenciak",186835,"1981-11-11 00:00:00",193.04,196
"192",12386,71,101,5913,"Krisztian Nemeth",182130,"1989-01-05 00:00:00",180.34,163
"193",12405,66,114,2950,"Elvedin Dzinic",169551,"1985-08-25 00:00:00",185.42,176
"194",12418,64,54,2787,"Dragan Jelic",169558,"1986-02-27 00:00:00",182.88,170
"195",12431,65,142,5561,"Jure Travner",193579,"1985-09-28 00:00:00",180.34,174
"196",12454,69,138,1369,"Branko Ilic",162830,"1983-02-06 00:00:00",187.96,176
"197",12473,72,121,6915,"Marko Suler",186689,"1983-03-09 00:00:00",185.42,174
"198",12574,72,146,11058,"Zlatan Ljubijankic",176103,"1983-12-15 00:00:00",185.42,176
"199",12692,71,137,5624,"Kanu",187789,"1987-09-23 00:00:00",190.5,181
"200",12763,69,60,7921,"Nicolae Ovidiu Herea",156216,"1985-03-26 00:00:00",180.34,154
"201",12766,77,132,1979,"Cristian Sapunaru",156221,"1984-04-05 00:00:00",187.96,179
"202",12985,66,126,1827,"Christos Karypidis",139894,"1982-12-02 00:00:00",185.42,176
"203",13033,79,391,8176,"Orestis Karnezis",183497,"1985-07-11 00:00:00",190.5,174
"204",13034,76,377,7433,"Michalis Sifakis",150249,"1984-09-09 00:00:00",185.42,174
"205",13131,68,330,10437,"Tomislav Pacovski",181896,"1982-06-28 00:00:00",185.42,185
"206",13191,75,51,4393,"Ioannis Maniatis",200542,"1986-10-12 00:00:00",175.26,150
"207",13225,62,53,3163,"Fabian Pawela",148584,"1985-11-30 00:00:00",187.96,181
"208",13301,65,109,5612,"Kamil Kuzera",52646,"1983-03-11 00:00:00",180.34,165
"209",13320,66,332,5928,"Krzysztof Kotorowski",155289,"1976-09-12 00:00:00",187.96,190
"210",13327,64,125,8481,"Pawel Sasin",162275,"1983-10-02 00:00:00",177.8,148
"211",13329,62,131,1286,"Blazej Telichowski",148480,"1984-06-06 00:00:00",187.96,179
"212",13334,68,147,6415,"Lukasz Madej",148470,"1982-04-14 00:00:00",175.26,154
"213",13345,75,374,8477,"Pawel Kieszek",148526,"1984-04-16 00:00:00",187.96,181
"214",13349,68,129,877,"Antoni Lukasiewicz",123159,"1983-06-26 00:00:00",187.96,190
"215",13350,61,53,10839,"Wojciech Szymanek",123158,"1982-03-01 00:00:00",185.42,179
"216",13376,70,126,4562,"Jakub Rzezniczak",156259,"1986-10-26 00:00:00",182.88,179
"217",13383,67,114,6454,"Maciej Korzym",157698,"1988-05-02 00:00:00",180.34,170
"218",13390,63,312,10837,"Wojciech Skaba",161930,"1984-04-09 00:00:00",190.5,179
"219",13405,65,116,6664,"Marcin Malinowski",103578,"1975-11-06 00:00:00",177.8,163
"220",13410,71,51,6855,"Mariusz Zganiacz",105532,"1984-01-13 00:00:00",172.72,154
"221",13423,72,139,6670,"Marcin Wasilewski",148569,"1980-06-09 00:00:00",185.42,194
"222",13425,63,53,10720,"Wahan Gevorgyan",215580,"1981-12-19 00:00:00",172.72,157
"223",13428,75,132,9847,"Slawomir Peszko",148564,"1985-02-19 00:00:00",172.72,154
"224",13436,67,360,5933,"Krzysztof Pilarz",154725,"1980-11-09 00:00:00",182.88,172
"225",13437,72,106,8642,"Piotr Celeban",155657,"1985-06-25 00:00:00",180.34,168
"226",13449,70,126,6424,"Lukasz Tralka",155671,"1984-05-11 00:00:00",185.42,183
"227",13454,65,319,9600,"Sebastian Przyrowski",148430,"1981-11-30 00:00:00",193.04,174
"228",13471,66,331,8714,"Radoslaw Cierzniak",162265,"1983-04-24 00:00:00",182.88,179
"229",13472,65,325,953,"Arkadiusz Malarz",148496,"1980-06-19 00:00:00",187.96,190
"230",13473,66,329,6460,"Maciej Mielcarz",148764,"1980-10-15 00:00:00",198.12,209
"231",13474,67,57,4676,"Jaroslaw Bieniuk",148751,"1979-06-04 00:00:00",193.04,183
"232",13476,64,135,2476,"Dawid Kucharski",148761,"1984-11-19 00:00:00",182.88,176
"233",13477,69,48,10424,"Tomasz Lisowski",165722,"1985-04-04 00:00:00",180.34,176
"234",13480,72,139,4026,"Grzegorz Wojtkowiak",152950,"1984-01-26 00:00:00",182.88,165
"235",13481,68,136,4260,"Hubert Wolakiewicz",176262,"1985-10-21 00:00:00",182.88,174
"236",13483,59,131,3357,"Filip Burkhardt",152953,"1987-03-23 00:00:00",175.26,152
"237",13486,70,133,6661,"Marcin Kikut",162267,"1983-06-25 00:00:00",177.8,165
"238",13490,61,129,10130,"Szymon Sawala",148765,"1982-09-25 00:00:00",185.42,179
"239",13494,66,337,4565,"Jakub Szmatula",155422,"1981-03-22 00:00:00",187.96,179
"240",13504,60,62,7075,"Mateusz Zytko",155781,"1982-11-27 00:00:00",187.96,181
"241",13513,70,87,8484,"Pawel Strak",105833,"1983-03-24 00:00:00",187.96,185
"242",13515,63,123,6416,"Lukasz Mierzejewski",148487,"1982-08-31 00:00:00",182.88,176
"243",13518,83,146,6419,"Lukasz Piszczek",173771,"1985-06-03 00:00:00",182.88,174
"244",13533,67,115,8649,"Piotr Polczak",186586,"1986-08-25 00:00:00",193.04,165
"245",13538,68,112,2479,"Dawid Plizga",155494,"1985-11-17 00:00:00",172.72,161
"246",13549,61,70,10590,"Vejlko Nikitovic",152959,"1980-10-03 00:00:00",185.42,176
"247",13551,69,136,10414,"Tomasz Brzyski",163848,"1982-01-10 00:00:00",170.18,150
"248",13554,66,144,6850,"Mariusz Pawelec",152961,"1986-04-14 00:00:00",180.34,159
"249",13557,61,53,2480,"Dawid Soldecki",163852,"1987-04-29 00:00:00",185.42,172
"250",13917,68,113,6147,"Liam Kelly",186449,"1990-02-10 00:00:00",187.96,194
"251",14039,71,132,8388,"Paul Dixon",169184,"1986-11-22 00:00:00",177.8,157
"252",14100,69,341,258,"Alan Mannus",110606,"1982-05-19 00:00:00",187.96,203
"253",14487,68,52,9136,"Roei Dayan",150231,"1984-09-19 00:00:00",185.42,176
"254",14521,76,54,6572,"Maor Melikson",149866,"1984-10-30 00:00:00",175.26,154
"255",14533,72,156,3655,"Gal Alberman",150009,"1983-04-17 00:00:00",177.8,157
"256",14551,66,44,2517,"Dekel Keinan",149975,"1984-09-15 00:00:00",185.42,163
"257",14557,78,52,6182,"Lior Rafaelov",164878,"1986-04-26 00:00:00",175.26,154
"258",14560,73,52,2837,"Eden Ben Basat",164880,"1986-09-08 00:00:00",182.88,165
"259",14593,72,46,2926,"Eliran Atar",169996,"1987-02-17 00:00:00",177.8,161
"260",14642,67,133,10940,"Yoav Ziv",165102,"1981-03-16 00:00:00",175.26,165
"261",14658,69,55,10698,"Vladimir Dvalishvili",195149,"1986-04-20 00:00:00",182.88,181
"262",15361,71,348,4680,"Jasmin Buric",190698,"1987-02-18 00:00:00",193.04,183
"263",15403,85,129,2861,"Edin Dzeko",180930,"1986-03-17 00:00:00",193.04,185
"264",15425,57,119,10591,"Veldin Muharemovic",185370,"1984-12-06 00:00:00",182.88,170
"265",15456,59,118,5404,"Josip Barisic",189572,"1981-03-07 00:00:00",193.04,185
"266",15608,60,115,596,"Amir Spahic",193300,"1983-09-13 00:00:00",187.96,185
"267",15652,56,120,4486,"Ivica Dzidic",188246,"1984-02-08 00:00:00",182.88,174
"268",15661,58,66,2467,"Davor Landeka",204266,"1984-09-18 00:00:00",177.8,163
"269",15662,69,125,10097,"Sulejman Smajic",185368,"1984-08-13 00:00:00",172.72,143
"270",15732,73,129,4472,"Ivan Radovanovic",186589,"1988-08-29 00:00:00",187.96,176
"271",15905,66,62,9892,"Stanley Aborah",164458,"1987-06-23 00:00:00",170.18,148
"272",15913,59,116,2672,"Dimitrija Lazarevski",190913,"1982-09-23 00:00:00",177.8,165
"273",15938,66,69,5418,"Jovan Kostovski",219958,"1987-04-19 00:00:00",187.96,185
"274",16199,68,344,1293,"Boban Bajkovic",225599,"1985-03-15 00:00:00",187.96,185
"275",16210,70,148,6912,"Marko Perovic",139616,"1984-01-11 00:00:00",185.42,168
"276",16218,79,150,9814,"Simon Vukcevic",167513,"1986-01-29 00:00:00",180.34,179
"277",16230,71,116,7569,"Milan Smiljanic",183732,"1986-11-19 00:00:00",182.88,172
"278",16254,70,115,2814,"Dusan Veskovac",186538,"1986-03-16 00:00:00",187.96,181
"279",16292,66,53,1371,"Branko Lazarevic",199460,"1984-05-14 00:00:00",185.42,170
"280",16300,78,145,3918,"Gojko Kacar",186687,"1987-01-26 00:00:00",185.42,185
"281",16323,63,120,8009,"Nikola Nikezic",183387,"1981-06-13 00:00:00",187.96,172
"282",16351,79,154,340,"Aleksandar Kolarov",185103,"1985-11-10 00:00:00",187.96,183
"283",16362,68,344,628,"Andjelko Djuricic",193490,"1980-11-21 00:00:00",190.5,187
"284",16368,67,129,9523,"Savo Pavicevic",181818,"1980-12-11 00:00:00",185.42,190
"285",16387,61,127,7636,"Mladen Lazarevic",190731,"1984-01-16 00:00:00",187.96,172
"286",16428,65,46,4478,"Ivan Stevanovic",193089,"1983-06-24 00:00:00",182.88,170
"287",16475,73,67,8015,"Nikola Vukcevic",221016,"1991-12-13 00:00:00",182.88,168
"288",16493,71,62,8465,"Pavle Ninkov",190450,"1985-04-20 00:00:00",180.34,176
"289",16511,71,56,5877,"Konstantin Vassiljev",182053,"1984-08-16 00:00:00",175.26,168
"290",16636,68,145,7555,"Mikhail Sivakov",191002,"1988-01-16 00:00:00",187.96,176
"291",16678,73,160,875,"Anton Putsila",186504,"1987-06-10 00:00:00",180.34,163
"292",17233,66,90,11060,"Zlatko Janjic",188405,"1986-05-07 00:00:00",187.96,183
"293",17259,65,51,6935,"Marnix Kolder",148645,"1981-01-31 00:00:00",190.5,187
"294",17276,70,111,548,"Aloys Nong",155681,"1983-10-16 00:00:00",180.34,170
"295",17296,58,72,1852,"Claude Gnakpa",156004,"1983-06-09 00:00:00",182.88,192
"296",17299,72,138,1542,"Carlos Carmona",168379,"1987-07-05 00:00:00",177.8,159
"297",17312,76,137,827,"Anther Yahia",49435,"1982-03-21 00:00:00",182.88,165
"298",17319,65,118,5713,"Kenny Deuchar",140355,"1980-08-06 00:00:00",190.5,179
