"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"12","RT @1F_st: <U+2764><U+FE0F> Scott <U+2764><U+FE0F>
<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>
<U+23F8><ed><U+00A0><U+00BC><ed><U+00BE><U+008F> #VALENTINE   
#<U+FE0F><U+20E3><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+009B>#1FIRST<ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BD><ed><U+00B2><U+00A6>
1<U+FE0F><U+20E3><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB>.<ed><U+00A0><U+00BC><ed><U+00B7><U+00AE>.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B9>
<ed><U+00A0><U+00BD><ed><U+00B2><U+0093>@SSscoop475
<ed><U+00A0><U+00BD><ed><U+00B2><U+0097>@cristinagenti12
<ed><U+00A0><U+00BD><ed><U+00B2><U+0097>@M_MartinezRed
<ed><U+00A0><U+00BD><ed><U+00B2><U+0097>@sergiofpuer…",FALSE,0,NA,2017-02-17 23:30:01,FALSE,NA,"832733871863103488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BabcockAlan",28,TRUE,FALSE,NA,NA
"13","RT @1F_st: <U+23F8><ed><U+00A0><U+00BC><ed><U+00BE><U+008F> #VALENTINE  
#<U+FE0F><U+20E3><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+009B>#1FIRST<ed><U+00A0><U+00BD><ed><U+00B2><U+009B><ed><U+00A0><U+00BD><ed><U+00B2><U+00A6>
1<U+FE0F><U+20E3><ed><U+00A0><U+00BC><ed><U+00B7><U+00AB>.<ed><U+00A0><U+00BC><ed><U+00B7><U+00AE>.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B7>.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>.<ed><U+00A0><U+00BC><ed><U+00B7><U+00B9>
<ed><U+00A0><U+00BD><ed><U+00B2><U+0093>@cristinagenti12
<ed><U+00A0><U+00BD><ed><U+00B2><U+0093>@M_MartinezRed
<ed><U+00A0><U+00BD><ed><U+00B2><U+0093>@sergiofpuerto
<ed><U+00A0><U+00BD><ed><U+00B2><U+0093>@majd9757
<ed><U+00A0><U+00BD><ed><U+00B2><U+0093>@SSscoop475
#TGIFriday…",FALSE,0,NA,2017-02-17 23:29:56,FALSE,NA,"832733850295939072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BabcockAlan",23,TRUE,FALSE,NA,NA
"14","RT @mirageX5: Time of Gods<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BE><ed><U+00B6><U+0085><ed><U+00A0><U+00BD><ed><U+00B2><U+0098>#Valentine project#full version on Line only. https://t.co/GVSC75XhIv",FALSE,0,NA,2017-02-17 23:29:03,FALSE,NA,"832733629197414400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FFFFuck6969",733,TRUE,FALSE,NA,NA
"15","RT @Glirencai: Instant Download Floral Print Valentines Day Gift https://t.co/AKpAIRmGmR #wallart #floral #print #valentine #handmade #abst…",FALSE,0,NA,2017-02-17 23:28:58,FALSE,NA,"832733607349202945",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","matteo7500",111,TRUE,FALSE,NA,NA
"16","RT @PlayHearthstone: Tag that special #Valentine in your life! https://t.co/rhadat48S2",FALSE,0,NA,2017-02-17 23:28:49,FALSE,NA,"832733572691750912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kIapollos",396,TRUE,FALSE,NA,NA
"17","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/vmKbFp8wQl https://t.co/fitnujk6LL",FALSE,0,NA,2017-02-17 23:28:29,FALSE,NA,"832733486741983232",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDealsCO",0,FALSE,FALSE,NA,NA
"18","#Valentine #fursuitfriday https://t.co/JFenshCddO",FALSE,2,NA,2017-02-17 23:28:22,FALSE,NA,"832733456844984320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PuddyCatUS",1,FALSE,FALSE,NA,NA
"19","RT @ElektraButler: <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+008B><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>Happy #Valentine's Day<ed><U+00A0><U+00BD><ed><U+00B2><U+008B><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+008B>..Celebrate all <ed><U+00A0><U+00BD><ed><U+00B1><U+0084><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>L<ed><U+00A0><U+00BD><ed><U+00B2><U+0096>O<ed><U+00A0><U+00BD><ed><U+00B2><U+0096>V<ed><U+00A0><U+00BD><ed><U+00B2><U+0096>E<ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B1><U+0084>.Let's show our loved ones (pets included<ed><U+00A0><U+00BD><ed><U+00B2><U+009E><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>) how much we apprecia…",FALSE,0,NA,2017-02-17 23:28:14,FALSE,NA,"832733424297209857",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marizulca",131,TRUE,FALSE,NA,NA
"20","RT @pedivoet: #Boudoir 
Be my #valentine &amp; buy a naughty vid of me <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>
Contact me : angeliqueb@casema.nl 
<ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> https://t.co/ZOgC0uN…",FALSE,0,NA,2017-02-17 23:28:10,FALSE,NA,"832733407058628608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JuggsJoker",110,TRUE,FALSE,NA,NA
"21","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/sBq3tA0bFi https://t.co/laQBYLkGVe",FALSE,0,NA,2017-02-17 23:27:55,FALSE,NA,"832733345385586688",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDeals_C87",0,FALSE,FALSE,NA,NA
"22","#towerofteddies #valentine (2) https://t.co/CjS3vrslyU",FALSE,0,NA,2017-02-17 23:27:45,FALSE,NA,"832733302327017473",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","IAmRikaBose",0,FALSE,FALSE,NA,NA
"23","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/K7PO83oJ5S https://t.co/4J9QzusCS0",FALSE,0,NA,2017-02-17 23:27:28,FALSE,NA,"832733232550383617",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDeals_C84",0,FALSE,FALSE,NA,NA
"24","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/j8dUmj7RaH https://t.co/TYLN4Gr1TB",FALSE,0,NA,2017-02-17 23:27:14,FALSE,NA,"832733174895570944",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDeals_C83",0,FALSE,FALSE,NA,NA
"25","RT @JRSMarCom: #Entrepreneurs - your #SmallBusiness is your baby, but don't forget to have a little fun with your #Valentine today! https:/…",FALSE,0,NA,2017-02-17 23:27:12,FALSE,NA,"832733165722562561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MedallionHh",1,TRUE,FALSE,NA,NA
"26","#SanValentin Sandy Bull - Still #Valentine's Day 1969: Live At The Matrix San [CD New] https://t.co/jlRzK5kxue #Deals #Bargains",FALSE,0,NA,2017-02-17 23:27:07,FALSE,NA,"832733141756317697",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Cammie_Whybrew",0,FALSE,FALSE,NA,NA
"27","RT @smap_video: SMAP VALENTINE<ed><U+00A0><U+00BC><ed><U+00BD><U+00AB><ed><U+00A0><U+00BD><ed><U+00B2><U+0093><U+2461>
#SMAP #<U+30B9><U+30DE><U+30B9><U+30DE> #Valentine #ValentinesDay #HappyValentinesDay #smap<U+306F><U+7D42><U+308F><U+3089><U+305B><U+306A><U+3044> #<U+3089><U+3044><U+304A><U+3093><U+30CF><U+30FC><U+30C8> #<U+3057><U+3088><U+3046><U+3088> #smap<U+52D5><U+753B>
<U+904E><U+53BB><U+306E><U+52D5><U+753B><U+306F><U+30A4><U+30F3><U+30B9><U+30BF><ed><U+00A0><U+00BD><ed><U+00B3><U+00B7>…",FALSE,0,NA,2017-02-17 23:27:03,FALSE,NA,"832733127155949568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","98kanonky",147,TRUE,FALSE,NA,NA
"28","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/M7H5T8rzAE https://t.co/QEepyRDMF0",FALSE,0,NA,2017-02-17 23:26:48,FALSE,NA,"832733061859180544",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDeals_C80",0,FALSE,FALSE,NA,NA
"29","RT @KingBobbyBrown: LOVE TO MY RONIS TODAY &amp; EVERYDAY <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>   #Alicia Brown #BobbyBrown #Tenderoni #Valentine https://t.co/zL5uHV2l0c",FALSE,0,NA,2017-02-17 23:26:44,FALSE,NA,"832733045799153664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AliciaMerritt15",58,TRUE,FALSE,NA,NA
"30","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/VsL1lqa0as https://t.co/78Y3pNlhE1",FALSE,0,NA,2017-02-17 23:26:34,FALSE,NA,"832733003239608322",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDeals_C77",0,FALSE,FALSE,NA,NA
"31","RT @mirageX5: 140K <U+0E02><U+0E2D><U+0E1A><U+0E04><U+0E38><U+0E13><U+0E17><U+0E38><U+0E01><U+0E01><U+0E32><U+0E23><U+0E15><U+0E34><U+0E14><U+0E15><U+0E32><U+0E21><U+0E04><U+0E23><U+0E31><U+0E1A> #Time of Gods<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BE><ed><U+00B6><U+0085><ed><U+00A0><U+00BD><ed><U+00B2><U+0098>#Valentine project https://t.co/AacqDP9Tz4",FALSE,0,NA,2017-02-17 23:26:29,FALSE,NA,"832732982876139522",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FFFFuck6969",416,TRUE,FALSE,NA,NA
"32","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/IdMK9N8T6b https://t.co/mrtaMBMM6o",FALSE,0,NA,2017-02-17 23:26:19,FALSE,NA,"832732942396841985",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDeals_C75",0,FALSE,FALSE,NA,NA
"33","#bridgeoflove #valentine https://t.co/qVcwU5jQiG",FALSE,0,NA,2017-02-17 23:26:07,FALSE,NA,"832732893264744450",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","IAmRikaBose",0,FALSE,FALSE,NA,NA
"34","RT @ElysaExhib: Happy #Valentine's day Babies <U+2764>
Joyeuse SAint Valentin Les Amours <U+2764> https://t.co/xVUYcAXAxF",FALSE,0,NA,2017-02-17 23:26:05,FALSE,NA,"832732884997914624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shivirycobisxxx",61,TRUE,FALSE,NA,NA
"35","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/qKF2SnoWBV https://t.co/XkeNmville",FALSE,0,NA,2017-02-17 23:25:49,FALSE,NA,"832732815724646400",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDeals_C64",0,FALSE,FALSE,NA,NA
"36","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/029BZ2UBVN https://t.co/YrbIkD3fXX",FALSE,0,NA,2017-02-17 23:25:35,FALSE,NA,"832732759130976256",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Newdeals_C63",0,FALSE,FALSE,NA,NA
"37","#free #win #valentine #giveaway #style NEW Razer Blade Stealth Intel i7-6500U 2.5GHz 8GB… https://t.co/psZV8QZ7yf https://t.co/UujkHFakYx",FALSE,0,NA,2017-02-17 23:25:24,FALSE,NA,"832732710921609217",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","NewDeals_C62",0,FALSE,FALSE,NA,NA
"38","RT @NewDeals_C04: #free #win #valentine #giveaway #style Microsoft Surface Book 13.5<U+2033> 128GB, i5 6th Gen.… https://t.co/JFqBejF9Bw https://t…",FALSE,0,NA,2017-02-17 23:24:53,FALSE,NA,"832732583301505024",NA,"<a href=""https://therelevent.com"" rel=""nofollow"">wickedawinapp</a>","ivanrebrofff",1,TRUE,FALSE,NA,NA
"39","RT @NewDeals_C06: #free #win #valentine #giveaway #style Samsung Series 9 900X NP900X3A-A02US Core i5-3317U… https://t.co/mnAsuCkM27 https:…",FALSE,0,NA,2017-02-17 23:24:20,FALSE,NA,"832732444910510080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vanillababiie",1,TRUE,FALSE,NA,NA
"40","RT @NewDeals_C01: #free #win #valentine #giveaway #style Samsung Series 9 900X NP900X3A-A02US Core i5-3317U… https://t.co/pvRiTbGiPc https:…",FALSE,0,NA,2017-02-17 23:23:54,FALSE,NA,"832732332406632448",NA,"<a href=""https://google.com"" rel=""nofollow"">MeeryGuapa</a>","Meery1710",1,TRUE,FALSE,NA,NA
"41","RT @IoTchannel: Happy #Valentine Day #IoTCommunity! Show your love for our #InternetofThings Community &amp; WIN a @Raspberry_Pi 3! #IoT #IoTSl…",FALSE,0,NA,2017-02-17 23:23:06,FALSE,NA,"832732134049603584",NA,"<a href=""https://copromote.com/"" rel=""nofollow"">CoPromote</a>","babyloncorner",54,TRUE,FALSE,NA,NA
"42","RT @cillareseller: #Valentine'sDay is around the corner! Oscar de la Renta pink label nightie for less than $15 https://t.co/B2FybAj6Md",FALSE,0,NA,2017-02-17 23:23:02,FALSE,NA,"832732117557604352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barntiques859",1,TRUE,FALSE,NA,NA
"43","RT @atomicrocketpop: Check out this item in my Etsy shop https://t.co/nbpOWheZnI
#JanetJackson #pins #Valentine #HappyValentinesDay #Valent…",FALSE,0,NA,2017-02-17 23:23:00,FALSE,NA,"832732105419264000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariesBazaar1",32,TRUE,FALSE,NA,NA
"44","RT @clobatw: 2/14 <U+30C8><U+30FC><U+30EB><U+306E>Valentine's Day
<U+7F8E><U+5473><U+3057><U+3044><U+3088>~
PIXIV:https://t.co/ysDVtzb1Yw
#Valentine's Day #<U+5C0F><U+6797><U+3055><U+3093><U+3061><U+306E><U+30E1><U+30A4><U+30C9><U+30E9><U+30B4><U+30F3> https://t.co/hEpyAjEuC7",FALSE,0,NA,2017-02-17 23:22:58,FALSE,NA,"832732100373606400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GtmtSien30000",19,TRUE,FALSE,NA,NA
"45","RT @smap_video: SMAP VALENTINE<ed><U+00A0><U+00BC><ed><U+00BD><U+00AB><ed><U+00A0><U+00BD><ed><U+00B2><U+0093><U+2461>
#SMAP #<U+30B9><U+30DE><U+30B9><U+30DE> #Valentine #ValentinesDay #HappyValentinesDay #smap<U+306F><U+7D42><U+308F><U+3089><U+305B><U+306A><U+3044> #<U+3089><U+3044><U+304A><U+3093><U+30CF><U+30FC><U+30C8> #<U+3057><U+3088><U+3046><U+3088> #smap<U+52D5><U+753B>
<U+904E><U+53BB><U+306E><U+52D5><U+753B><U+306F><U+30A4><U+30F3><U+30B9><U+30BF><ed><U+00A0><U+00BD><ed><U+00B3><U+00B7>…",FALSE,0,NA,2017-02-17 23:22:09,FALSE,NA,"832731894701699072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Crazyfive5050",147,TRUE,FALSE,NA,NA
"46","RT @NewDeals_C05: #free #win #valentine #giveaway #style Microsoft Surface Book 13.5<U+2033> 128GB, i5 6th Gen.… https://t.co/gSt7WIMJCQ https://t…",FALSE,0,NA,2017-02-17 23:22:00,FALSE,NA,"832731857473114112",NA,"<a href=""https://therelevent.com"" rel=""nofollow"">wickedawinapp</a>","ivanrebrofff",1,TRUE,FALSE,NA,NA
"47","RT @carterreynolds: RT if you have a #valentine
LIKE if you're forever alone",FALSE,0,NA,2017-02-17 23:21:21,FALSE,NA,"832731692682973184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","verbenw",1103,TRUE,FALSE,NA,NA
"48","RT @pedivoet: #Boudoir 
Be my #valentine &amp; buy a naughty vid of me <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>
Contact me : angeliqueb@casema.nl 
<ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> https://t.co/ZOgC0uN…",FALSE,0,NA,2017-02-17 23:21:16,FALSE,NA,"832731673150181377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pedivoet",110,TRUE,FALSE,NA,NA
"49","Silver Druzy necklace - Valentine day gift - druzy pendants - Drusy pendants - Boho chic.. https://t.co/zHrML6kAJX… https://t.co/FndxXylIlx",FALSE,0,NA,2017-02-17 23:20:11,TRUE,NA,"832731398750535680",NA,"<a href=""https://around.io"" rel=""nofollow"">Around.io</a>","therusticbohoc1",2,FALSE,FALSE,NA,NA
"50","RT @NewDeals_C06: #free #win #valentine #giveaway #style Microsoft Surface Book 13.5<U+2033> 128GB, i5 6th Gen.… https://t.co/pl6p9iwvp1 https://t…",FALSE,0,NA,2017-02-17 23:19:18,FALSE,NA,"832731177895157761",NA,"<a href=""https://therelevent.com"" rel=""nofollow"">wickedawinapp</a>","ivanrebrofff",1,TRUE,FALSE,NA,NA
"51","RT @bathbodyworks: #PowerCouple Alert: we've paired the coziest scents for your &amp; your #Valentine to cuddle up for #datenight done right! <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>…",FALSE,0,NA,2017-02-17 23:19:07,FALSE,NA,"832731132252692481",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","akenexoxo",31,TRUE,FALSE,NA,NA
"52","Tyler &amp; Jenna (Grammys picture)<ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #twentyonepilots #skeletonclique #cliqueart #FanArtFriday #tylerjoseph… https://t.co/5NLZrPQdGa",FALSE,1,NA,2017-02-17 23:17:50,TRUE,NA,"832730808628621312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_blurryline",1,FALSE,FALSE,NA,NA
"53","RT @NewDeals_C16: #free #win #valentine #giveaway #style Microsoft Surface Book 13.5<U+2033> 128GB, i5 6th Gen.… https://t.co/JMIe1pqGhp https://t…",FALSE,0,NA,2017-02-17 23:17:47,FALSE,NA,"832730795450257408",NA,"<a href=""https://DraxFTW.com"" rel=""nofollow"">DraxFTW</a>","FtwDrax",2,TRUE,FALSE,NA,NA
"54","RT @uno_uno_0716: <ed><U+00A0><U+00BC><ed><U+00BD><U+008E><ed><U+00A0><U+00BC><ed><U+00BD><U+008E>#applepie #valentine #homemade #<U+672C><U+547D> #w https://t.co/RpjPo0xSa2",FALSE,0,NA,2017-02-17 23:17:04,FALSE,NA,"832730613140516865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aaa_914_atae",2414,TRUE,FALSE,NA,NA
"55","0214-15

#valentine #birthday #present #mix #fever #disney #godiva #dark #chocolate #pocky… https://t.co/6QqtgssumT",FALSE,0,NA,2017-02-17 23:16:24,FALSE,NA,"832730446161117184",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PM_NERO",0,FALSE,FALSE,NA,NA
